instances,feature_LSC,algo_random_forest
161,0.957983193277311,0.0
162,1.0,0.0
163,0.6785714285714286,0.0
164,0.957983193277311,0.0
165,0.9767441860465116,0.0
166,0.8235294117647058,0.0
167,1.0,0.0
168,1.0,0.0
169,0.9411764705882353,0.0
170,1.0,0.0
171,1.0,0.0
172,0.9915966386554622,0.0
173,1.0,0.0
174,0.9302325581395349,0.0
175,0.9767441860465116,0.0
176,1.0,0.0
177,0.8928571428571429,0.0
178,1.0,0.0
179,0.9375,0.0
180,1.0,0.0
181,0.9915966386554622,0.0
182,0.9915966386554622,0.0
183,0.9915966386554622,0.0
184,0.7142857142857143,0.0
185,0.9285714285714286,0.0
186,1.0,0.0
187,0.9915966386554622,0.0
188,0.8235294117647058,0.0
189,0.9747899159663865,0.0
190,0.9534883720930233,0.0
191,1.0,0.0
192,0.9915966386554622,0.0
193,0.9302325581395349,0.0
194,0.957983193277311,0.0
195,1.0,0.0
196,0.957983193277311,0.0
197,0.9243697478991597,0.0
198,0.9534883720930233,0.0
199,0.9915966386554622,0.0
200,0.9747899159663865,0.0
201,1.0,0.0
202,0.9915966386554622,0.0
203,0.9327731092436975,0.0
204,1.0,0.0
205,1.0,0.0
206,0.9915966386554622,0.0
207,0.9915966386554622,0.0
208,1.0,0.0
209,0.9831932773109243,0.0
210,1.0,0.0
211,1.0,0.0
212,0.9285714285714286,0.0
213,0.9915966386554622,0.0
214,1.0,0.0
215,1.0,0.0
216,0.9831932773109243,0.0
217,0.7857142857142857,0.0
218,1.0,0.0
219,0.9831932773109243,0.0
220,1.0,0.0
221,1.0,0.0
222,1.0,0.0
223,1.0,0.0
224,0.9642857142857143,0.0
225,0.9642857142857143,0.0
226,1.0,0.0
227,1.0,0.0
228,0.9915966386554622,0.0
229,1.0,0.0
230,1.0,0.0
231,0.8928571428571429,0.0
232,0.8907563025210083,0.0
233,0.9663865546218487,0.0
234,0.9327731092436975,0.0
235,1.0,0.0
236,1.0,0.0
237,0.9411764705882353,0.0
238,0.9915966386554622,0.0
239,0.9663865546218487,0.0
240,1.0,0.0
241,0.9663865546218487,0.0
242,1.0,0.0
243,0.957983193277311,0.0
