Row,CLD,N2,CL,Usefulness,Harmfulness,N1,LSC,LSR,DS,kDN
30,-0.1192070337714741,-0.5377229351705481,-0.1192070337714741,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
31,-0.1192070337714741,-0.7860236302086656,-0.1192070337714741,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
32,1.8198940489111508,0.8150569522541292,1.8198940489111508,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
33,-0.6039823044421283,0.9713181999210286,-0.6039823044421283,1.038591564568167,0.0,0.0,0.0,0.0,0.0,0.0
34,-0.6039823044421283,0.8747203551158979,-0.6039823044421283,1.038591564568167,0.0,0.0,0.0,0.0,0.0,0.0
35,-0.6039823044421283,-0.7713465908496789,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
36,-0.6039823044421283,-0.28539737285876116,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
37,-0.6039823044421283,0.4021255626808416,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
38,-0.6039823044421283,-0.26084202913033194,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
39,-0.6039823044421283,-0.8861241254342145,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
40,-0.6039823044421283,-1.7332904467636885,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
41,-0.6039823044421283,-0.9933503461914525,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
42,1.8198940489111508,2.0660647831650905,1.8198940489111508,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
43,-0.6039823044421283,-0.6206001354413188,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
44,1.8198940489111508,1.1553732061425173,1.8198940489111508,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
45,1.8198940489111508,0.5452729968911929,1.8198940489111508,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
46,1.3351187782404936,0.18703441656439254,1.3351187782404936,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
47,-0.6039823044421283,-0.5108093793295159,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
48,-0.6039823044421283,-0.9826837178484304,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
49,-0.6039823044421283,-1.876291283975008,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
50,-0.6039823044421283,-0.8313630395007221,-0.6039823044421283,-0.5787621275513227,0.0,0.0,0.0,0.0,0.0,0.0
51,-0.6039823044421283,0.38176780570275604,-0.6039823044421283,1.9200191196411827,0.0,0.0,0.0,0.0,0.0,0.0
52,-0.6039823044421283,0.5670536200977822,-0.6039823044421283,1.9200191196411827,0.0,0.0,0.0,0.0,0.0,0.0
53,-0.6039823044421283,0.2792635883612631,-0.6039823044421283,1.9200191196411827,0.0,0.0,0.0,0.0,0.0,0.0
54,-0.6039823044421283,1.7073451227704544,-0.6039823044421283,1.8662446398243184,0.0,0.0,0.0,0.0,0.0,0.0
55,-0.6039823044421283,0.4986679133714302,-0.6039823044421283,1.9200191196411827,0.0,0.0,0.0,0.0,0.0,0.0
56,-0.6039823044421283,1.797729384541409,-0.6039823044421283,1.8662446398243184,0.0,0.0,0.0,0.0,0.0,0.0
57,-0.6039823044421283,0.5306622693263133,-0.6039823044421283,1.9200191196411827,0.0,0.0,0.0,0.0,0.0,0.0
58,-0.6039823044421283,1.7011243966703453,-0.6039823044421283,1.8662446398243184,0.0,0.0,0.0,0.0,0.0,0.0
59,-0.6039823044421283,0.6177856190291869,-0.6039823044421283,1.9200191196411827,0.0,0.0,0.0,0.0,0.0,0.0
60,-0.6039823044421283,1.8661450970911548,-0.6039823044421283,1.8662446398243184,0.0,0.0,0.0,0.0,0.0,0.0
61,-0.6039823044421283,1.5337798254816526,-0.6039823044421283,1.8662446398243184,0.0,0.0,0.0,0.0,0.0,0.0
