accuracy_history,f1_history,auc_history,package,time_elapsed,classifier,sample_size,Strategy,dataset
"[0.35080645161290325, 0.5413306451612904]","[0.2612663885448747, 0.46096128967808025]","[0.489997672565882, 0.7304251181514928]",Pyhard,12.35557126499998,NB,0.002,Lowest F3 Sampling,60_waveform-5000
"[0.5403225806451613, 0.6008064516129032]","[0.4582803008709153, 0.5135988355690045]","[0.8248696556612463, 0.9025051086287746]",Pyhard,11.676168221000125,RF,0.002,Lowest Harmfulness Sampling,60_waveform-5000
"[0.47681451612903225, 0.65625]","[0.47272184152925734, 0.647789153346267]","[0.7650720549417798, 0.8568392007307895]",Pyhard,11.688515523999968,RF,0.002,Highest Usefulness Sampling,60_waveform-5000
"[0.6310483870967742, 0.6592741935483871]","[0.6148040472887444, 0.6433604233472603]","[0.8603966607580287, 0.9036684363197087]",Pyhard,11.659103563999906,RF,0.002,"Lowest H, Highest U Sampling",60_waveform-5000
"[0.5877016129032258, 0.5584677419354839]","[0.589004309708053, 0.5374618746959349]","[0.7917019904483515, 0.8458231458748391]",Pyhard,11.946972221000124,RF,0.002,Highest LSC Sampling,60_waveform-5000
"[0.5967741935483871, 0.78125]","[0.540011374398347, 0.7818211445317068]","[0.8587211907503727, 0.9358206500419923]",Pyhard,12.290516055999888,RF,0.002,Lowest N2 Sampling,60_waveform-5000
"[0.5665322580645161, 0.6048387096774194]","[0.5305694485838007, 0.5843022008508365]","[0.8532150198423951, 0.8327975839585088]",Pyhard,11.946418241999936,RF,0.002,Lowest F3 Sampling,60_waveform-5000
"[0.5625, 0.7550403225806451]","[0.48627435562135296, 0.7433738362366782]","[0.8410356365739813, 0.9273727050794687]",Pyhard,12.477108869999938,RF,0.002,Lowest Harmfulness Sampling,60_waveform-5000
"[0.6784274193548387, 0.6411290322580645]","[0.6690130767229808, 0.6400170281864161]","[0.8748696287973409, 0.8217170151772937]",Pyhard,12.410618562000082,RF,0.002,Highest Usefulness Sampling,60_waveform-5000
"[0.6622983870967742, 0.8034274193548387]","[0.6537842172149168, 0.8014282382024178]","[0.8898779134842811, 0.9278012879379052]",Pyhard,12.375661241999978,RF,0.002,"Lowest H, Highest U Sampling",60_waveform-5000
"[0.6108870967741935, 0.7046370967741935]","[0.5870738461606569, 0.668532717092731]","[0.8165707974374484, 0.8805901433600323]",Pyhard,12.563310365999996,RF,0.002,Highest LSC Sampling,60_waveform-5000
"[0.6149193548387096, 0.7570564516129032]","[0.5978316034202473, 0.7569998181887979]","[0.8315828123451535, 0.9253023925571605]",Pyhard,12.948148545000095,RF,0.002,Lowest N2 Sampling,60_waveform-5000
"[0.5282258064516129, 0.6048387096774194]","[0.494729697676804, 0.5774341776161073]","[0.8074533382731279, 0.8270080502782243]",Pyhard,12.568216061000157,RF,0.002,Lowest F3 Sampling,60_waveform-5000
"[0.5594758064516129, 0.7419354838709677]","[0.5184572170270808, 0.7271348550190232]","[0.8335761313910561, 0.8884737579180253]",Pyhard,12.17655068199997,RF,0.002,Lowest Harmfulness Sampling,60_waveform-5000
"[0.5070564516129032, 0.6743951612903226]","[0.4590748591540241, 0.6629885940970546]","[0.739365990373124, 0.8960529986718413]",Pyhard,11.88706907400001,RF,0.002,Highest Usefulness Sampling,60_waveform-5000
"[0.5524193548387096, 0.6522177419354839]","[0.5375203965294485, 0.6099476420006682]","[0.7927003352988231, 0.8831574294200523]",Pyhard,11.929044519999934,RF,0.002,"Lowest H, Highest U Sampling",60_waveform-5000
"[0.5514112903225806, 0.5826612903225806]","[0.48266900312078265, 0.4886156449466694]","[0.8245125928116253, 0.8901316376237018]",Pyhard,12.115075631000082,RF,0.002,Highest LSC Sampling,60_waveform-5000
"[0.6189516129032258, 0.7399193548387096]","[0.5801195517867189, 0.738258073200644]","[0.8458163521858935, 0.9088939667062981]",Pyhard,12.34868296400009,RF,0.002,Lowest N2 Sampling,60_waveform-5000
"[0.6350806451612904, 0.6350806451612904]","[0.6365582587957737, 0.621836974469272]","[0.839863591059463, 0.8199991034161952]",Pyhard,12.044035818999873,RF,0.002,Lowest F3 Sampling,60_waveform-5000
"[0.6512096774193549, 0.6098790322580645]","[0.6380487600550091, 0.5855865761996782]","[0.8350200810980616, 0.8386994235847872]",Pyhard,11.34622078600023,RF,0.002,Lowest Harmfulness Sampling,60_waveform-5000
"[0.6643145161290323, 0.7237903225806451]","[0.6523570152674304, 0.7126918987873953]","[0.8892070405621233, 0.886261048585104]",Pyhard,11.773246925999956,RF,0.002,Highest Usefulness Sampling,60_waveform-5000
"[0.5907258064516129, 0.6532258064516129]","[0.5768156577147586, 0.6386800536564939]","[0.7980298105013706, 0.8849075097407246]",Pyhard,14.88926882800024,RF,0.002,"Lowest H, Highest U Sampling",60_waveform-5000
"[0.6038306451612904, 0.751008064516129]","[0.59571422897131, 0.7506300002090229]","[0.8186229884481839, 0.9097004581706392]",Pyhard,12.803668850000122,RF,0.002,Highest LSC Sampling,60_waveform-5000
"[0.6330645161290323, 0.7641129032258065]","[0.6270780023617728, 0.7609228119256288]","[0.8491063816469262, 0.9182756896888309]",Pyhard,12.879452525000033,RF,0.002,Lowest N2 Sampling,60_waveform-5000
"[0.5534274193548387, 0.6925403225806451]","[0.505687609588524, 0.6955507537331284]","[0.8343487446959783, 0.8948659657680591]",Pyhard,13.04721919800022,RF,0.002,Lowest F3 Sampling,60_waveform-5000
"[0.6491935483870968, 0.6955645161290323]","[0.6404392646660966, 0.6549827328665262]","[0.827071271407229, 0.8882956005121869]",Pyhard,12.84170870800017,RF,0.002,Lowest Harmfulness Sampling,60_waveform-5000
"[0.4889112903225806, 0.5645161290322581]","[0.4876300297931648, 0.5187994305704566]","[0.7426493823023366, 0.7891431531754971]",Pyhard,13.327848813999935,RF,0.002,Highest Usefulness Sampling,60_waveform-5000
"[0.5645161290322581, 0.7066532258064516]","[0.5522129839035423, 0.6949138730444105]","[0.7865395556585635, 0.8725151339462116]",Pyhard,14.231221436999931,RF,0.002,"Lowest H, Highest U Sampling",60_waveform-5000
"[0.49294354838709675, 0.6068548387096774]","[0.49379699430755564, 0.5959633695423577]","[0.6878749907124155, 0.8315875745518935]",Pyhard,13.594204620000255,RF,0.002,Highest LSC Sampling,60_waveform-5000
"[0.5877016129032258, 0.717741935483871]","[0.5791942057231039, 0.7107486445952235]","[0.8040085456259153, 0.9058821105677253]",Pyhard,13.744869111000298,RF,0.002,Lowest N2 Sampling,60_waveform-5000
"[0.6764112903225806, 0.6169354838709677]","[0.6732078635254507, 0.6193227498205306]","[0.8616190481299975, 0.8332103664799602]",Pyhard,13.621591949000049,RF,0.002,Lowest F3 Sampling,60_waveform-5000
"[0.3038961038961039, 0.5298701298701298]","[0.25628404393312454, 0.5448886962978361]","[0.7569822477717217, 0.8667050298629251]",Pyhard,9.857726605000153,5NN,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.2649350649350649, 0.33246753246753247]","[0.18116229181786775, 0.2960485239261637]","[0.7389121599647915, 0.8208589169115483]",Pyhard,9.16249109699993,5NN,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.34545454545454546, 0.3922077922077922]","[0.2818521006699697, 0.32704079865008195]","[0.7984649853070909, 0.8235066103487161]",Pyhard,9.00714695500028,5NN,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.35064935064935066, 0.43116883116883115]","[0.27034761004211033, 0.40316734400139354]","[0.7963831003304688, 0.8582350398139873]",Pyhard,8.823131377000209,5NN,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.2623376623376623, 0.34545454545454546]","[0.189829595233993, 0.27323004146135443]","[0.779845641687747, 0.815736894684263]",Pyhard,9.00412042500011,5NN,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2519480519480519, 0.2909090909090909]","[0.19493357958658789, 0.2726397671031302]","[0.7522535943588575, 0.7955981153349575]",Pyhard,11.476464381999904,5NN,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.3038961038961039, 0.44155844155844154]","[0.20258176752470322, 0.3745914943827992]","[0.7878601418075105, 0.8587444232181077]",Pyhard,9.215468954999778,5NN,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.3038961038961039, 0.3220779220779221]","[0.23770395351616766, 0.2858573701013439]","[0.773114312587997, 0.7966495005968693]",Pyhard,9.534095095999874,5NN,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.33766233766233766, 0.37922077922077924]","[0.25497620132635535, 0.3120620408296672]","[0.8110679281731914, 0.8464435661804083]",Pyhard,9.795435690999966,5NN,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.36623376623376624, 0.36623376623376624]","[0.3281454806282064, 0.3496515211645348]","[0.805728530728531, 0.8313021773548093]",Pyhard,10.01876897000011,5NN,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.2883116883116883, 0.32727272727272727]","[0.2396431872315813, 0.22537772193351538]","[0.7893014879856987, 0.8401877849246274]",Pyhard,9.674273487999926,5NN,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2961038961038961, 0.3922077922077922]","[0.24002662297612093, 0.35797660741484627]","[0.7270339796655588, 0.765263342894922]",Pyhard,12.658974578999732,5NN,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.3038961038961039, 0.4779220779220779]","[0.24364757699669393, 0.4567708276820967]","[0.7846179648811232, 0.8642479353005673]",Pyhard,9.025834963999841,5NN,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.34545454545454546, 0.42337662337662335]","[0.2901572333649882, 0.38004005276304803]","[0.8002261383840334, 0.82578323236218]",Pyhard,8.955693343999883,5NN,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.3038961038961039, 0.35324675324675325]","[0.23119649284307556, 0.306721323598754]","[0.7658396671554569, 0.8037724458777094]",Pyhard,9.480309829999896,5NN,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.37142857142857144, 0.4649350649350649]","[0.2926940129168356, 0.4428567528040084]","[0.8061593864225446, 0.8422551133077453]",Pyhard,9.462531148999915,5NN,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.22337662337662337, 0.2701298701298701]","[0.1546913610051743, 0.205776057110986]","[0.7781271360218729, 0.8201079622132255]",Pyhard,9.058284206999815,5NN,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2857142857142857, 0.38181818181818183]","[0.2309585904824702, 0.3117695485756583]","[0.7869159106001214, 0.8139355770934721]",Pyhard,11.662720646999787,5NN,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.3220779220779221, 0.5012987012987012]","[0.2693275913110141, 0.4642719785878261]","[0.7868939053149581, 0.8506152716679035]",Pyhard,9.337837781000417,5NN,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.2675324675324675, 0.2597402597402597]","[0.20732536498024728, 0.20397149325467728]","[0.7870234054444583, 0.8240153121732071]",Pyhard,9.89709837600003,5NN,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.2805194805194805, 0.3246753246753247]","[0.22251061472084827, 0.29861812270263843]","[0.7747017115438168, 0.8312234549076655]",Pyhard,9.684726613999828,5NN,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.2545454545454545, 0.3090909090909091]","[0.19912463756566876, 0.24796810778466688]","[0.7389093362777575, 0.8178317783580944]",Pyhard,9.139456430000337,5NN,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.2649350649350649, 0.36623376623376624]","[0.19447075029128144, 0.27698930832669455]","[0.789336199862516, 0.835899431952064]",Pyhard,9.160712309000246,5NN,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.3038961038961039, 0.45714285714285713]","[0.23827736060755123, 0.3865564299941703]","[0.7309771612403193, 0.8083418043944363]",Pyhard,11.737190829000156,5NN,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.2727272727272727, 0.4831168831168831]","[0.1887300833983091, 0.44827168265409323]","[0.7894345420661208, 0.8732343679712098]",Pyhard,8.833525589999681,5NN,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.2987012987012987, 0.38701298701298703]","[0.22354768757715962, 0.32798216134751984]","[0.8039538434275275, 0.833313421471316]",Pyhard,8.992223457000364,5NN,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.2753246753246753, 0.36623376623376624]","[0.20246435663214418, 0.32562811873871667]","[0.7489924305713783, 0.7760602457970882]",Pyhard,8.941982846999963,5NN,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.36623376623376624, 0.2961038961038961]","[0.32294808480238024, 0.2668313079034274]","[0.7860726018620758, 0.7972963683490002]",Pyhard,9.07137408699964,5NN,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.34285714285714286, 0.42077922077922075]","[0.2510655091401989, 0.33266457745937966]","[0.7842587237324081, 0.8253785201153625]",Pyhard,9.168315082999925,5NN,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2779220779220779, 0.43896103896103894]","[0.2180142158170797, 0.3763569560055427]","[0.7795785111574587, 0.8240563530037216]",Pyhard,11.694014714999867,5NN,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.15584415584415584, 0.3012987012987013]","[0.14303911067046865, 0.29826905052861535]","[0.5313675603149289, 0.6119217527112265]",Pyhard,8.753745309999886,C4.5,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.19480519480519481, 0.2779220779220779]","[0.1865301471496689, 0.2526720975498477]","[0.5530905741432058, 0.5996718194086618]",Pyhard,8.708445038000264,C4.5,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.16623376623376623, 0.2753246753246753]","[0.14237572612244698, 0.24490463794541428]","[0.5373639518376362, 0.5977262016735703]",Pyhard,8.706867966000118,C4.5,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.22077922077922077, 0.24935064935064935]","[0.21438311876993935, 0.2317025032337937]","[0.5673813029076189, 0.5828282341440238]",Pyhard,8.861706309000056,C4.5,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.22597402597402597, 0.2883116883116883]","[0.2011403687195521, 0.23899850093368016]","[0.5706604798710062, 0.6055569673990727]",Pyhard,9.031473658000323,C4.5,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.15064935064935064, 0.24155844155844156]","[0.14755846660440927, 0.22461092386138554]","[0.5283397888661044, 0.5788812065127855]",Pyhard,11.485247861000062,C4.5,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.18441558441558442, 0.2987012987012987]","[0.18297988288727662, 0.29546276219974166]","[0.5474058592479646, 0.6105398500135345]",Pyhard,8.9072579890003,C4.5,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.22857142857142856, 0.2987012987012987]","[0.2002678905564703, 0.25140071606430614]","[0.5722392617129459, 0.6104975433922802]",Pyhard,9.058221112999945,C4.5,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.15584415584415584, 0.2051948051948052]","[0.13726224814063578, 0.1672448316891899]","[0.5316530448109398, 0.558933853670696]",Pyhard,8.945227090000117,C4.5,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.14545454545454545, 0.2805194805194805]","[0.11779600580849521, 0.2604262879413966]","[0.5258027060658642, 0.6002888437098964]",Pyhard,9.075601603999985,C4.5,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.17142857142857143, 0.22337662337662337]","[0.15719685637689826, 0.17914525545346816]","[0.5401321875006089, 0.5691126125336653]",Pyhard,9.097932389000107,C4.5,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2077922077922078, 0.2805194805194805]","[0.18149142292516182, 0.2611980127287517]","[0.560506452611716, 0.6006264203632626]",Pyhard,11.608485403000032,C4.5,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.38441558441558443, 0.2805194805194805]","[0.35767339020079847, 0.26187669764833954]","[0.6581284699705755, 0.6001478054109636]",Pyhard,8.720267582999895,C4.5,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.2675324675324675, 0.2727272727272727]","[0.23442591659155412, 0.24999023207429047]","[0.5939648558069612, 0.5965501847080795]",Pyhard,8.537569679999706,C4.5,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.14545454545454545, 0.21038961038961038]","[0.13029685483335204, 0.18958828745238648]","[0.5258476903213746, 0.56152809179125]",Pyhard,8.620012790000146,C4.5,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.23376623376623376, 0.42857142857142855]","[0.20686021509340088, 0.41252949144936363]","[0.574747718168771, 0.6825766338924236]",Pyhard,8.749379790000148,C4.5,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.10649350649350649, 0.2727272727272727]","[0.09665221810842002, 0.24359362851229951]","[0.5039692276534381, 0.5956799048904309]",Pyhard,8.859196653000254,C4.5,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.21818181818181817, 0.2779220779220779]","[0.19714819110979412, 0.24415250369781247]","[0.5662963741911109, 0.5994340454866772]",Pyhard,11.393722312000136,C4.5,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.22337662337662337, 0.36623376623376624]","[0.21103619622139533, 0.3424235860599955]","[0.5691653375863903, 0.6481968810916181]",Pyhard,8.778484663999734,C4.5,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.2597402597402597, 0.2857142857142857]","[0.23425131607141605, 0.26375098131884206]","[0.5893823038559881, 0.6037745393008551]",Pyhard,8.814881798999977,C4.5,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.14805194805194805, 0.22337662337662337]","[0.1448059629438822, 0.22640887001879034]","[0.5272621627884786, 0.5686562462878252]",Pyhard,8.690282942000067,C4.5,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.15844155844155844, 0.2857142857142857]","[0.13733831727264095, 0.2913525103719931]","[0.5329295947717002, 0.6035656838288419]",Pyhard,8.733275679999679,C4.5,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.2, 0.3194805194805195]","[0.18333580061797758, 0.2914459109455945]","[0.5559900138847508, 0.6218646850225799]",Pyhard,8.987062773000162,C4.5,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2077922077922078, 0.3038961038961039]","[0.19370782293805427, 0.2814592688077816]","[0.5604102038312566, 0.613421179210653]",Pyhard,11.473146256999826,C4.5,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.2051948051948052, 0.35584415584415585]","[0.1764560973492391, 0.3145485544308797]","[0.5589021115336906, 0.6426374307953255]",Pyhard,8.647709938999924,C4.5,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.16883116883116883, 0.22337662337662337]","[0.15455048923225698, 0.22074565292018633]","[0.538761044024202, 0.5684459302880357]",Pyhard,8.729647998000019,C4.5,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.2077922077922078, 0.42857142857142855]","[0.19330612702049593, 0.3922452972058904]","[0.5604812828497037, 0.6826077918183181]",Pyhard,8.593147159000182,C4.5,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.14025974025974025, 0.2649350649350649]","[0.1239837016572719, 0.21858441575038312]","[0.5226871568976834, 0.5924258490047968]",Pyhard,8.698252020999917,C4.5,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.2519480519480519, 0.34805194805194806]","[0.24864391921462703, 0.3330251255874062]","[0.5848831480410429, 0.6375236362078468]",Pyhard,8.809836948999873,C4.5,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.2883116883116883, 0.3142857142857143]","[0.27517823654131457, 0.27418812550191957]","[0.6053939238149765, 0.6195048129258657]",Pyhard,11.463411628999893,C4.5,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.17142857142857143, 0.2025974025974026]","[0.09385361737308177, 0.14089991309503505]","[0.5409668304405147, 0.6485619643514382]",Pyhard,8.738590586999635,NB,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.11688311688311688, 0.23636363636363636]","[0.03889522876045787, 0.13748666320756572]","[0.5213623121517859, 0.6461010724168621]",Pyhard,8.699676540999917,NB,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.14545454545454545, 0.12207792207792208]","[0.09955829658455567, 0.061485336987245065]","[0.5247488865909918, 0.5675030622399044]",Pyhard,8.7708945520003,NB,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.0987012987012987, 0.2]","[0.04685095778676941, 0.15110533550247351]","[0.4982010192536509, 0.6174796451112242]",Pyhard,8.767098503999932,NB,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.11948051948051948, 0.23116883116883116]","[0.07756463144698439, 0.13137884728141402]","[0.5137356308408941, 0.5958842814105975]",Pyhard,8.849732594000216,NB,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.12727272727272726, 0.17922077922077922]","[0.06778574474836335, 0.14075285103885787]","[0.5196134761924236, 0.6510559128980182]",Pyhard,11.239184337000097,NB,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.15844155844155844, 0.18701298701298702]","[0.07051040150999681, 0.13263943225511549]","[0.5353957446062709, 0.6514415409152251]",Pyhard,8.869276513000386,NB,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.15584415584415584, 0.15324675324675324]","[0.08995916830318611, 0.08298048072984134]","[0.5366251682041157, 0.5445203432045538]",Pyhard,8.790015807000145,NB,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.10909090909090909, 0.11948051948051948]","[0.045496468986641704, 0.05267994081971472]","[0.5031544478912902, 0.5905944932260723]",Pyhard,8.895523358000446,NB,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.17402597402597403, 0.2623376623376623]","[0.11948816754943901, 0.1929136473654759]","[0.5437669056090109, 0.665825646088804]",Pyhard,8.911410142000022,NB,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.14545454545454545, 0.2025974025974026]","[0.08087878904835533, 0.07755155505328197]","[0.5379681234944392, 0.5765375462743885]",Pyhard,9.039074083999822,NB,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.15324675324675324, 0.2909090909090909]","[0.10282097743437743, 0.20450851818251994]","[0.5546085980296507, 0.6896127751390911]",Pyhard,11.658977852000135,NB,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.14285714285714285, 0.3116883116883117]","[0.05361549100104909, 0.2464696783285726]","[0.5465466794414167, 0.6793745241113665]",Pyhard,8.63018922099991,NB,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.10909090909090909, 0.15064935064935064]","[0.06726254557594175, 0.09153630072565688]","[0.5087002179107443, 0.5569285490338122]",Pyhard,8.585758082000211,NB,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.10909090909090909, 0.19480519480519481]","[0.04656154906527485, 0.11038547433038637]","[0.5081577292103607, 0.6048489522173734]",Pyhard,8.66803315900006,NB,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.13246753246753246, 0.11688311688311688]","[0.0668922637163868, 0.053229453473355906]","[0.518628885734149, 0.5813730129519602]",Pyhard,8.769650800999898,NB,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.18961038961038962, 0.1038961038961039]","[0.09435217230767233, 0.02750773036487322]","[0.5555929450666295, 0.5193584680426787]",Pyhard,8.857895704999919,NB,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.15064935064935064, 0.14285714285714285]","[0.08008303940286984, 0.08913479607820592]","[0.5289997526839634, 0.6177505730137309]",Pyhard,11.376284831000248,NB,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.12987012987012986, 0.2883116883116883]","[0.0687976414793857, 0.221197735051457]","[0.5175081254028624, 0.6660754937070726]",Pyhard,8.921635937000246,NB,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.14285714285714285, 0.13246753246753246]","[0.07347596476020092, 0.07887148068966252]","[0.5373019767756613, 0.5980851020324707]",Pyhard,8.832328032000078,NB,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.19220779220779222, 0.17662337662337663]","[0.13367557970607097, 0.15133736499967734]","[0.5785159772001879, 0.6553541974594609]",Pyhard,8.770074768000086,NB,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.12987012987012986, 0.23896103896103896]","[0.08450456239162477, 0.159034732406631]","[0.5194615326194275, 0.6686602870813401]",Pyhard,8.904610860000048,NB,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.15584415584415584, 0.15844155844155844]","[0.11976601541503644, 0.10989879588198916]","[0.5342462118777912, 0.5603095247832093]",Pyhard,8.958290161999685,NB,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.11168831168831168, 0.23116883116883116]","[0.0425129932890465, 0.14235472661632612]","[0.5089473392104971, 0.6553165158428317]",Pyhard,11.493268244999854,NB,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.11948051948051948, 0.23636363636363636]","[0.05313834624758994, 0.17925703196639156]","[0.5176746255693625, 0.6500341276657068]",Pyhard,8.71595080599991,NB,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.21818181818181817, 0.24155844155844156]","[0.1306827262771184, 0.13497723525760683]","[0.5708013721171619, 0.6182114668956775]",Pyhard,8.605222312000024,NB,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.22857142857142856, 0.21298701298701297]","[0.15457151350018988, 0.13240402270302604]","[0.5797521679100628, 0.6144321565374199]",Pyhard,8.7243309280002,NB,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.10649350649350649, 0.16623376623376623]","[0.04304288672769933, 0.07843525480658382]","[0.5040517961570594, 0.6052547355178935]",Pyhard,8.846797399000025,NB,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.13506493506493505, 0.19220779220779222]","[0.07386676046690302, 0.10245758186239054]","[0.518872550451498, 0.5753032055663635]",Pyhard,8.971592971000064,NB,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.18701298701298702, 0.18961038961038962]","[0.14029708231388904, 0.11880007706113181]","[0.5607058146531831, 0.5736531012846802]",Pyhard,11.553816086000097,NB,0.005,Lowest F3 Sampling,16_mfeat-karhunen
"[0.4103896103896104, 0.45194805194805193]","[0.3554118859331767, 0.39831402191552884]","[0.8247338431548962, 0.8706268390478918]",Pyhard,8.9526304230003,RF,0.005,Lowest Harmfulness Sampling,16_mfeat-karhunen
"[0.37402597402597404, 0.42077922077922075]","[0.2973377244747495, 0.38187943999406354]","[0.8195797866850503, 0.8605827895301583]",Pyhard,9.147464145999948,RF,0.005,Highest Usefulness Sampling,16_mfeat-karhunen
"[0.43116883116883115, 0.3948051948051948]","[0.3828192885370065, 0.38233489665151044]","[0.8629352616194723, 0.8686178830915675]",Pyhard,9.516622666999865,RF,0.005,"Lowest H, Highest U Sampling",16_mfeat-karhunen
"[0.34285714285714286, 0.4935064935064935]","[0.2819141016883918, 0.4679768841694753]","[0.8211450829871886, 0.8740066950593269]",Pyhard,9.115054624000095,RF,0.005,Highest LSC Sampling,16_mfeat-karhunen
"[0.36363636363636365, 0.2857142857142857]","[0.28589319195542273, 0.21889250850026817]","[0.8065648776175094, 0.802025508604456]",Pyhard,9.366351465000207,RF,0.005,Lowest N2 Sampling,16_mfeat-karhunen
"[0.35324675324675325, 0.35324675324675325]","[0.28047999259961887, 0.3057463787281517]","[0.8257442362705523, 0.8417939273202435]",Pyhard,11.742754891999994,RF,0.005,Lowest F3 Sampling,16_mfeat-karhunen
